16 put user2382277743992889674
21 scan user8697864610464941751 20
21 scan user5609707483556036192 59
19 scan user7606983876414511916 26
20 scan user6218126741923338410 84
19 scan user1868825504361691741 76
14 scan user7351594792664737541 65
21 scan user4211915435107016163 35
20 scan user3481209214959785527 4
19 scan user3570048156650924767 58
14 scan user3642199094482780376 33
20 scan user6604400839060107709 34
14 scan user6756892435060939801 30
21 scan user1890842809717233815 57
20 scan user2136116578335570768 70
19 scan user4963761817920587606 30
14 scan user3261479032361391701 7
20 scan user5515372722777080144 68
14 scan user6093432655508455210 13
21 scan user2136116578335570768 27
14 scan user7022064605590954444 83
19 scan user1979095892083090848 6
19 scan user7214281663745989388 91
18 scan user6356420808445712603 26
15 put user3545929992667475757
18 scan user5580337714515754016 60
15 scan user3642199094482780376 48
14 scan user174789699291325265 25
15 scan user8137528487876425637 89
14 scan user3829710299325665542 60
19 scan user3588492846241207307 46
18 scan user5101049048026194000 93
19 scan user8346393378779137844 85
14 scan user1445933640115394325 63
15 scan user3941717828735194548 40
18 scan user7427619883975552430 40
15 scan user7749995486294720586 74
19 scan user2136116578335570768 24
14 scan user8448178799500983542 5
19 scan user7108445390015690009 94
14 scan user6344056225441774877 8
14 scan user1741552322075707458 38
18 scan user8271719840233055082 5
18 scan user5403031402070436884 42
15 scan user7444835531232554452 22
15 scan user4332449547204446060 66
19 put user5311494052380423802
21 scan user4587658031845218097 25
19 scan user7022064605590954444 97
21 scan user3717211886851402429 4
21 scan user6178272541817424287 73
19 scan user2034714418596371117 25
15 scan user8989996363227455126 52
21 scan user167758444613167006 99
18 scan user3642199094482780376 3
14 scan user5406188503269635863 75
18 scan user2443791950815849132 82
16 scan user3828407387720623034 32
16 scan user4353436508801837850 67
20 scan user2136116578335570768 17
20 scan user3196650632571613411 11
14 scan user2136116578335570768 85
18 scan user132065790651460387 45
20 scan user7163927324580074696 22
16 scan user8274386886893362128 1
16 scan user606865474469971394 54
14 scan user9149524676431870514 59
18 put user4784618532171229277
20 put user7015811626642778516
18 scan user6761499285283020455 34
20 scan user4076022265699337090 35
16 scan user5846377738041881602 87
18 scan user769271350205521848 78
14 scan user2780341575272092702 62
20 scan user2763930102558214770 45
19 scan user4848666264759265962 92
20 scan user3672563882644132565 22
14 scan user4102473685045978892 62
18 scan user4683329457039542723 34
20 scan user6834591945382750997 18
18 scan user2464550351726455454 95
20 scan user6493993859389813020 50
19 scan user2996114445426676934 39
15 scan user3642199094482780376 80
14 scan user5944841111799724157 98
15 scan user5708504648610993001 72
19 scan user5436887082728102306 63
21 scan user1208592731981654644 64
14 scan user7851615961251762120 23
15 scan user5218076550752104941 78
19 scan user3144259113230780636 89
16 scan user159198109114940045 74
14 scan user4496221949467020326 34
18 scan user346158779269623275 80
14 scan user8049215753887100775 93
15 put user8182662583324073959
15 scan user901808719838871708 56
16 scan user7851836667941363277 59
18 scan user2136116578335570768 7
15 scan user2439401843984856160 49
18 scan user7894452954499140095 52
16 scan user116327363057236000 24
14 scan user8902025274532428829 26
16 scan user4254752428354394138 73
14 scan user7304037864587765815 45
18 scan user4514005411233347107 30
20 scan user2467086268963291955 84
18 scan user9185690105111346243 47
14 scan user1479429630662803734 77
16 scan user1633043539159675996 63
20 scan user654646180290210040 2
20 scan user5350254230275198788 92
18 scan user7141123889497365980 75
16 scan user5513384948756686305 70
14 scan user2120787310537134187 71
21 put user1737507823837526526
21 scan user4599188514663368950 15
16 scan user2699075803955294721 86
21 scan user3535211538389633305 2
21 scan user543679240107774903 10
21 scan user1386093852303431174 31
20 scan user3151542435937106848 89
14 scan user544262707961297836 58
16 scan user5861589957934291611 14
14 scan user6754585078510888768 60
16 scan user160310176142036630 48
20 scan user4162421094940030103 79
18 scan user6103259749448802234 58
14 scan user5934600894765075852 43
16 scan user482077847490444107 57
15 scan user1649786411698908908 58
21 scan user2777219798709973994 57
14 scan user1182362019324613999 26
14 scan user2699157527224241022 55
21 scan user3079091459618463055 27
15 scan user2136116578335570768 51
14 scan user2755822105490040197 28
19 scan user1852634738337414966 49
15 scan user9006513066551661844 87
18 scan user2136116578335570768 40
14 scan user2337477439842355606 92
18 scan user1341697916124329263 69
19 scan user4260776846615784598 47
20 scan user2920007630846915744 67
18 scan user2136116578335570768 22
19 scan user2464332036508613571 56
18 scan user1165729839921134910 93
14 scan user996479663386701284 11
15 scan user8435045366591001997 93
14 scan user5101049048026194000 70
14 put user7770383942745290209
21 scan user991094537434638299 61
14 scan user8065434810196278583 39
17 scan user6178272541817424287 31
14 scan user2204632177725033251 85
19 scan user940445622307360460 68
21 scan user1962150357670214227 28
21 scan user6544561051248144558 23
20 scan user8048989584672074581 29
20 scan user7038005695058822540 60
19 scan user2370781013985064891 6
14 scan user143370104254585046 34
19 scan user1544738659167535445 18
18 put user8242105857161789264
17 scan user4690142396499859099 100
18 scan user617137052843186495 27
14 scan user5193624595471541677 94
20 scan user1060674233392577136 21
18 put user4839772137963924747
20 scan user3655926240715228439 87
18 scan user550150534273792714 90
17 scan user5742108261240490470 89
14 scan user7022064605590954444 24
14 scan user4095976492066819322 20
19 scan user4724051510141569789 34
20 scan user4271910815459687605 63
14 scan user9126862616241575928 9
14 scan user4713390316015435892 24
19 scan user5711592672362785639 13
19 scan user6914524942982851236 92
14 scan user3606576346494322272 66
20 scan user702171747028614970 78
20 scan user5183132310408725419 97
14 scan user736114613480651730 80
19 scan user8626612886967765881 13
19 scan user386159816793376565 83
20 scan user3642199094482780376 93
16 scan user7611348084432363129 53
19 scan user9123401585856917929 92
20 scan user3446601157385279533 32
16 scan user8952371759701159210 27
20 scan user4901278490789699894 52
16 scan user2136116578335570768 70
19 scan user8786143591643940543 30
16 scan user7642630131744352505 86
20 scan user4823660703736834999 77
19 scan user7377126561388982882 24
19 scan user3942388482383088819 100
20 scan user2136116578335570768 32
16 scan user1267980181363565407 16
20 scan user587993453017930513 75
16 scan user1867813205419498905 31
19 scan user8048624432036393531 65
16 scan user8759571233692601333 64
20 put user5899714870349260146
19 scan user3670657831892685027 29
20 scan user2663987117665835306 30
19 scan user6394410564607689569 3
16 scan user3642199094482780376 13
20 scan user1583838090884849722 62
19 scan user8488513628321851086 7
16 scan user2136116578335570768 32
19 scan user2439401843984856160 83
16 scan user2136116578335570768 24
16 scan user1831203292307155099 43
20 scan user2136116578335570768 11
20 put user570656867156231083
19 scan user255094204297379303 34
16 scan user4529239702771235588 93
20 scan user287244104605481622 5
20 scan user6433257928296835893 43
19 scan user659301000970910925 19
19 scan user538651412794208657 7
20 scan user2736610830215460025 31
19 scan user1340520734948339812 76
16 scan user7357287811100773021 64
20 scan user3044788903056170282 44
19 scan user7181124927021119270 11
19 scan user8700409953525716764 18
20 scan user4322185822828415270 23
16 scan user6604400839060107709 88
19 scan user667599014091189247 55
20 scan user7589608745918130767 3
20 scan user4661224965889629311 27
20 scan user616829160359214000 99
16 scan user7606983876414511916 11
16 scan user2226954984092788546 69
20 put user98934952739732028
20 scan user2513314386622079414 51
16 scan user2374234190372538579 9
16 put user2442227545358700159
16 scan user8380701397866855654 75
20 scan user2136116578335570768 8
20 scan user8797301067829226035 36
20 scan user8384470320735486148 10
20 scan user5503531956003197522 29
16 scan user6696718855951862396 42
20 scan user7522201250257251394 60
16 scan user550150534273792714 6
16 scan user4831946899561415535 30
20 put user2556824424989110934
20 scan user3523599332302536151 28
16 scan user2190118901765418546 43
20 scan user4881823001484136080 11
20 scan user5609707483556036192 85
17 scan user6394515795218018355 86
15 scan user7397142011206687144 80
16 put user8127508977531378489
19 scan user7322790446662020850 58
14 scan user7045062848550122558 53
18 scan user5887008642051023855 88
21 scan user1676829152896257954 18
20 scan user3040346935067886243 7
21 scan user3942138805826680140 7
20 put user3672921181282629304
21 scan user8883153253080387948 38
15 scan user6327676114066463741 74
18 put user5196897172750013027
21 scan user3925419440628829713 99
17 scan user2375102043368651522 42
15 scan user8572828878755759986 91
17 scan user8494845939067214041 43
21 put user159279832383886346
14 scan user7371238735076488004 14
17 scan user1015597398096637369 2
19 scan user6821081542541390616 85
15 scan user2605824819918534225 15
17 scan user2136116578335570768 25
14 scan user3295560882234083317 78
17 scan user2136116578335570768 54
15 scan user3129437944787193436 33
18 put user213531832370142803
21 scan user5818385420579473312 42
18 scan user9050729902848672979 95
15 scan user551830415810214058 66
21 scan user8653264576716292118 26
19 scan user6395861885457325445 27
19 scan user6455817149348560967 85
21 scan user5277577084741528801 32
15 scan user522239940080330725 87
18 scan user8584609993906174779 26
21 scan user2104709629120370509 44
18 scan user2243847085521619899 37
19 scan user3104875296370876349 45
15 scan user5151763077302364705 53
21 scan user6821081542541390616 92
17 scan user6422986349923620792 66
19 scan user7263282058675412679 74
15 put user489285865229104316
15 scan user6439058568814959433 80
17 scan user6224492805479027435 83
14 scan user3939294996105871144 5
19 scan user4848666264759265962 18
14 scan user3120474740544445880 39
15 scan user3479172034784867444 47
19 scan user4469318191690326136 75
17 scan user6417406416095098409 21
14 scan user7312850268114160729 58
15 scan user2136116578335570768 14
17 scan user3082996974435989131 87
19 scan user5098739300004383693 26
14 scan user3958242386056585577 97
19 scan user7339227818189040541 25
18 scan user5849391892521912250 10
15 scan user2855818523366464929 30
20 scan user305883602072223560 44
18 scan user5673896591036487007 49
15 scan user39442272747492479 90
20 scan user8192448070456910602 45
18 scan user5247104674498088552 4
14 scan user4834266073407164354 87
18 scan user5609707483556036192 25
15 scan user6194910183746328413 33
18 scan user2782108642602885384 33
20 scan user7906990273734058747 36
21 scan user6635911447058882553 89
15 scan user480491506518666850 27
18 scan user6917350644356695235 67
20 scan user6178272541817424287 79
15 put user2913047853968760201
19 scan user8518127611393116904 36
15 scan user1092377257796052104 2
18 scan user8774862785382198369 53
15 scan user2136116578335570768 8
15 scan user3870376527971888066 91
19 scan user5233594271656728171 33
21 scan user6443500536803243472 14
21 scan user462405614793792611 19
18 scan user2122693361288581725 95
19 scan user5847932717675092063 78
21 scan user2906802729017768584 72
15 scan user8533955616253471903 92
19 scan user7906990273734058747 29
21 scan user6807133689619341396 24
19 scan user5360422874800863 30
17 scan user4100767904696415789 18
15 scan user5609707483556036192 14
15 scan user626178017056366877 84
17 scan user7860323134167828248 33
14 scan user7902750967619418417 76
17 scan user2136116578335570768 94
20 scan user2878219089704653050 36
18 scan user5138923328108898595 7
18 scan user5404876165840654843 2
15 scan user3324913371453242670 73
16 scan user789721858632155675 11
19 scan user4382464632547821461 38
16 scan user1247668656357586436 14
16 scan user7638082933145739680 48
19 scan user6583303184326962096 24
15 put user9088541460254243982
19 scan user7867688180143100761 82
15 scan user2136116578335570768 36
21 scan user1686712071292409520 59
15 scan user4322185822828415270 26
17 scan user8048129585673145949 49
15 scan user4700382613534507404 1
15 put user2772233578203918129
15 scan user3346684071306041828 36
21 scan user214125545692609321 88
19 scan user4556703421060070226 40
15 scan user3414587849026072796 87
19 scan user6243773986726856122 26
21 scan user7777233035368529030 74
19 scan user8312350744242197335 77
16 scan user2040302206422077811 75
15 scan user3529552272763923895 34
21 scan user2340265425107360060 42
18 scan user3178112402416686784 61
15 scan user4405883852598475167 25
16 scan user4374981039439610814 86
15 scan user5580085646487586063 88
21 put user2853604580131044896
21 scan user9021247049200877706 44
18 scan user7832746331271480513 26
18 scan user6028378086503650726 91
16 scan user5547101645993696871 54
21 scan user5609707483556036192 53
15 scan user3842581409857698448 97
21 scan user3882661779178638765 82
16 scan user6068083877364971481 6
16 scan user2033011029718567288 66
18 scan user2108696867206842886 10
14 scan user7328922487005499370 70
18 scan user4848666264759265962 6
18 scan user7556898885097888000 29
21 scan user5290866780893288025 57
15 scan user7059016163997596815 93
18 scan user8809391511159517336 30
14 scan user4589691248721622705 98
21 scan user2388386276994985709 39
19 scan user5745456207017635372 15
17 scan user4359129527237873330 95
19 scan user4560307398163896556 77
15 scan user7902750967619418417 35
15 scan user4723047065196561264 92
16 scan user287275465944048418 68
17 scan user5921503615018016752 89
18 scan user4696279899368762656 86
16 scan user2771413695666425417 51
15 scan user3982691949865389567 96
16 put user5785117990718849371
17 scan user7903084758916532671 88
19 scan user2324640082120648770 85
16 put user5195995566943574014
16 scan user3711495361073984464 23
17 scan user3472724247960232118 79
15 scan user5645985996843025018 100
19 scan user5876963232892834948 77
17 scan user9025303364734756424 35
15 put user374688985598693541
17 scan user355898687415598961 64
15 scan user5609707483556036192 99
19 scan user5922770373460136815 55
19 scan user8795736662372077062 46
15 put user5251149172736269484
17 scan user1849399877167783161 6
15 scan user1307395359562036490 94
19 put user2555922819182671921
17 scan user3238845942037904637 65
19 scan user8394849521190789309 99
17 scan user7577996539831033613 63
15 put user2441325939552261146
15 scan user2100021055629343554 32
19 scan user6455170003042049181 39
15 scan user5674895573456070495 15
17 scan user5324136602225671240 26
19 scan user4637144518015019846 100
15 scan user5911936443103021992 4
15 scan user5771573835067162920 98
17 scan user1767234891516305441 4
17 scan user9156224531284673793 7
17 scan user4492542603864520444 15
17 scan user7144060284006963802 46
19 scan user3857426085642668133 21
15 scan user5609707483556036192 9
15 scan user7601850818490616884 90
17 scan user2007728937550730626 91
19 scan user1885149791281198335 15
19 scan user9089124928107766915 17
19 scan user3338902011537797198 33
19 scan user7000941052044667072 94
15 scan user3151542435937106848 44
17 scan user3178785447536340329 16
17 scan user4794217065424790833 38
15 scan user1310634184030181770 49
17 scan user2590225375744964694 54
15 scan user2605824819918534225 68
19 scan user7031218654411647923 20
17 scan user2136116578335570768 46
19 scan user5829966265328003670 71
17 scan user7598454902254851751 20
15 scan user6549507155292764503 27
17 scan user8418073933364983617 62
15 scan user3124670039498979454 28
19 put user2968201459761455671
19 scan user296364400615849031 69
15 scan user7268536055204005119 80
17 scan user6604400839060107709 11
17 scan user1561823177001066922 81
19 scan user4014762518376304859 26
15 scan user2803427004025632154 29
19 scan user6426812532943959841 87
15 scan user1830869501010040845 14
17 scan user3921932511431029955 22
15 scan user2211103471891051062 44
17 scan user8491450022831448908 78
15 scan user7400374480904559675 76
18 scan user6103259749448802234 30
18 put user3678112455134088152
18 scan user796201006795357797 12
18 scan user4387939335766015058 28
21 scan user4821754652985387461 47
18 scan user9130541961844075810 62
21 scan user4867089018834920218 68
18 scan user5482069148634370859 30
18 scan user9015333324075241069 47
21 scan user3722352798772481772 65
18 scan user1303708159962352297 98
21 scan user1648887197364229169 64
18 scan user3151542435937106848 10
21 scan user6687572661128353228 64
20 scan user3642199094482780376 88
21 scan user543679240107774903 31
21 scan user7400374480904559675 5
21 scan user8054382564621321877 25
20 scan user6103259749448802234 81
21 scan user6781010599044388811 70
20 scan user9202435369122338429 77
21 scan user3084976894459198659 92
19 scan user2136116578335570768 24
14 scan user2329660055437030705 72
19 scan user2408151158011433580 55
20 scan user4222263274223752528 84
17 scan user1081519820097554796 10
15 scan user2136116578335570768 96
17 scan user388274756938727474 24
21 scan user4448220536957180523 75
17 scan user2963882821849628314 70
17 scan user6604400839060107709 68
15 scan user4667444192027479169 100
21 scan user4876461382873455580 18
21 scan user8764372891791141385 7
17 scan user5525636447153110934 78
21 scan user3080095904563471580 1
21 scan user274859085313827174 99
15 scan user7934122592197538405 99
17 scan user2439401843984856160 7
17 scan user6575932675826264546 96
16 scan user7965933238683101433 94
18 scan user2136116578335570768 16
21 scan user2136116578335570768 2
21 scan user5486423930828283560 82
18 scan user7382177896043931613 36
15 scan user8609641453741747501 33
17 scan user6692818803659761357 33
18 scan user918674922454561302 64
15 scan user539545164603463359 5
21 scan user1385289677760307084 53
17 scan user4286424091419302310 87
15 scan user5173086901250536512 67
18 scan user961650899122594133 44
21 scan user4322185822828415270 4
21 scan user5901752050524178229 89
15 put user6604434591870433779
18 scan user3418356771894703290 66
17 scan user512081446314628721 21
15 scan user5839680274660837597 74
17 scan user2107733209424339669 42
14 put user133103988406794982
14 scan user77398276099143375 7
14 scan user924781063984898063 99
19 scan user5257904852044877305 44
19 scan user6609728704860462139 12
15 scan user6754585078510888768 66
19 scan user4792618907157315790 18
17 scan user6350648458212490096 69
18 scan user4233986173446603505 27
19 scan user117195216053348943 33
18 scan user6422208074193638461 39
15 put user6603475725912286211
21 scan user4848666264759265962 12
18 scan user7611348084432363129 24
15 scan user6593317232146584207 93
21 scan user5348915994033076009 59
18 scan user8466101244687965179 40
21 scan user5729263049521599323 72
15 scan user2518552675156303232 63
18 scan user5989610054611691429 96
21 scan user9221279100289478277 27
16 scan user8071296737695631702 2
15 scan user2595366287666044037 61
16 scan user5602336975055338642 80
21 scan user2504929187707429754 36
21 scan user5454888859712270970 2
21 scan user8676627972311141282 51
15 scan user2936198396871192519 35
16 scan user8394849521190789309 53
15 scan user8809391511159517336 49
21 scan user8443518516294857620 72
16 scan user3948302207508725456 32
21 scan user1738009568422103158 51
20 scan user1645100229679641227 78
18 scan user6823434469197465505 10
21 scan user7398589368757809545 61
18 scan user7405515392825639018 72
21 scan user3207337725510889067 44
20 scan user4755895909437458887 70
18 scan user4717824430006535620 77
21 scan user4627842059949732999 46
15 scan user4767839515349911021 36
21 scan user7500656719619478430 84
15 scan user7561585067117155681 53
18 scan user2136116578335570768 51
15 scan user927374241373443119 28
21 scan user6883494963699029813 78
15 scan user7871149210527758760 11
15 scan user4460025159448977801 68
21 scan user8571572365782583508 30
15 scan user3882661779178638765 80
21 scan user500135448930417313 47
20 scan user2136116578335570768 84
21 scan user2136116578335570768 33
20 scan user5107107219097910530 82
21 scan user378928291713333871 70
15 scan user2547362483684444960 1
15 scan user3256038081953524174 45
16 scan user3670657831892685027 34
20 scan user1885310846347331663 45
21 scan user2884724136680996931 66
16 scan user947030001080891368 79
19 scan user6977855623291127620 19
15 scan user5352929130932690145 73
20 scan user4730921709753594720 43
19 scan user4888409771729426262 85
18 scan user621263274350313728 64
14 scan user5466582789068314425 93
20 scan user3642199094482780376 60
17 scan user4113978269050987986 26
20 scan user8259460487839446142 29
17 scan user5495935278287473778 84
20 scan user8676733202921470068 14
20 scan user7098284504778228731 44
16 scan user1898326402825444462 50
14 scan user3566388355091293895 95
20 scan user57191981703493190 69
16 scan user4279007184286738730 72
17 scan user1837453879783571753 66
14 scan user4436161454965456018 33
20 scan user5609707483556036192 25
17 scan user3738643332881662296 61
14 scan user7535789413069044601 49
16 scan user1701777453766980362 32
14 scan user5442133225259510435 38
17 scan user6162395130802545044 8
16 scan user5751706794494052026 87
17 scan user1156128915195814080 89
14 scan user5557228778420832079 24
14 scan user5729263049521599323 76
18 scan user3170936701792448632 1
20 put user5900658028313039092
18 put user3205431674759441529
17 scan user97205665048786440 34
14 scan user3890695906975051348 98
20 scan user3441442200648242742 41
16 scan user1671444026944194969 5
17 put user8796157639463562654
16 scan user1648414422646460059 74
20 scan user1797843893708641272 61
16 scan user9041349684812953306 66
14 scan user6730808559821738323 24
19 scan user3962897206737286462 4
20 scan user1380213879988120607 24
19 scan user9079053620136436249 15
19 scan user8226472660177893663 95
16 scan user6830358101793535704 91
15 scan user4439431640772168094 17
15 scan user6604400839060107709 53
15 scan user4439518826566539432 9
16 scan user2198492283384370420 3
15 scan user3825528253362733767 43
19 scan user3601784933864725805 20
16 scan user6895130677127509452 27
19 scan user421765284960711846 89
16 scan user7606983876414511916 39
15 scan user8099004670015449982 85
16 scan user6178272541817424287 36
19 scan user8597469287142509899 74
16 scan user9210145131445575270 6
20 scan user7546072808737957488 4
15 scan user3233042230466115334 6
16 scan user7945539990408176161 59
20 scan user587993453017930513 15
15 scan user1659808313515715330 81
20 scan user3167840824043471683 35
19 put user3617710315338225279
14 scan user6604400839060107709 45
18 scan user4322185822828415270 53
14 scan user3616963400946809744 8
14 scan user2838205406359359800 63
18 scan user6582183263302681200 47
21 scan user6729649423461706320 63
14 scan user4271189799881413829 84
18 scan user6880373187136911105 25
21 scan user6236778056685778134 87
18 scan user3791898741920094539 21
18 scan user4534372760695130620 35
14 scan user659106193094451527 43
18 put user3145988400921726224
18 scan user6128596710296588177 17
21 scan user3000579920756343458 36
14 scan user397658938272960622 21
18 scan user5101049048026194000 23
21 scan user3973087061841555262 6
14 scan user8787846980521744372 49
18 scan user2368509810597936303 24
21 scan user8940767407611246367 21
20 scan user3215850090550495797 91
18 scan user4921345801764695223 53
14 scan user7791337151532355929 40
14 scan user5609707483556036192 97
18 scan user4502919412848064331 82
20 scan user3825528253362733767 75
16 scan user140520895539358562 5
19 scan user1231588583469063484 97
15 scan user6125243301994018238 76
20 scan user5247104674498088552 44
18 scan user8928669110283770755 28
20 scan user8373418075160529442 98
18 scan user6833366793748141315 58
15 scan user302567017633645454 87
21 scan user2136116578335570768 56
17 scan user4848666264759265962 70
21 scan user6178272541817424287 8
19 scan user7021473283740247200 94
15 scan user7450528549668589932 21
18 scan user4057370950936897366 55
17 scan user4322185822828415270 61
20 scan user5098147978153676449 44
15 scan user3776128952987303356 10
17 scan user8174780084769856192 19
15 put user604825902823294037
15 scan user4618241135224412169 95
20 scan user6792515183049397905 57
17 scan user2136116578335570768 56
19 scan user3666418525778044697 98
17 scan user162651285502413733 63
20 scan user985879756241796966 85
15 scan user2797231285229164781 64
19 scan user1862346356198489619 93
17 scan user4147581881680485455 44
20 scan user2136116578335570768 90
17 scan user4979726414729838187 6
15 scan user2136116578335570768 57
17 scan user4322185822828415270 71
15 scan user8929375908213750370 72
20 scan user2831507942978315795 45
19 scan user4201057997408518855 52
17 scan user8603470198062517874 97
20 scan user3371246719722358915 67
19 scan user4502701097630222448 50
15 scan user5273456325759826605 86
19 scan user264474422333098976 80
17 scan user4024863751990298308 27
20 scan user2136116578335570768 93
17 put user5488379387734255342
15 scan user2960900028708164462 2
15 scan user6146761933818649443 56
17 scan user97205665048786440 65
19 scan user348203813441725669 66
20 scan user9189715059306658165 20
20 scan user1621542026208332665 46
15 scan user2234693036700926420 25
19 scan user8258990104593436306 28
17 scan user550150534273792714 23
15 scan user6222229456089083158 29
19 scan user8557624512860534288 21
20 scan user8939868193276566628 75
17 scan user3114033308490083303 8
17 scan user7015780265304211720 69
19 scan user4875903813833074406 13
15 scan user1819948384858554684 56
19 scan user6862615624183726083 7
19 scan user1036121010800198561 36
20 scan user5010994380524383590 82
15 scan user3642199094482780376 5
15 scan user869545734923256292 76
17 scan user6103259749448802234 28
19 scan user2136116578335570768 32
19 scan user6178272541817424287 50
17 scan user2887190147944584917 85
20 scan user617389120871354448 93
19 scan user2136116578335570768 58
15 scan user577534920765440325 24
19 scan user300945352024787926 65
15 scan user7305453860800321420 59
20 scan user7753599463398546916 99
19 scan user5888094810264978681 82
15 scan user1308173635292018821 48
17 scan user4359574011670741407 37
15 scan user2958521203238947814 71
17 scan user5624520798002439081 16
20 scan user7198843274638553185 72
19 put user6015254907943449867
17 scan user7515729956091233583 68
19 scan user4322185822828415270 78
15 scan user2175041701995149918 23
19 scan user5247104674498088552 71
20 scan user2495669908276407489 93
17 scan user2481829677436446329 29
15 scan user4844540043252138729 62
17 scan user2831474190167989725 25
19 scan user7906990273734058747 36
17 scan user8940767407611246367 68
15 scan user324640147444992070 18
19 scan user2144456207144196572 93
15 scan user1678143881796998248 16
20 put user5543532993526950812
20 scan user2136116578335570768 74
18 scan user8504365140523588570 85
15 scan user1120986795922309397 62
20 scan user5872721535306435344 6
20 scan user2605824819918534225 91
16 scan user5277908484566883781 95
15 scan user2040633606247432791 16
18 scan user5647917946407614315 18
15 scan user1142392343139427505 80
18 scan user952862002937581704 45
16 scan user8865299885340812652 64
20 scan user4888715272741639483 18
20 scan user1161734747837478222 48
18 scan user1341697916124329263 4
18 scan user8121556037069990745 50
16 scan user4101166810142422909 61
14 scan user5158013664778781359 76
20 scan user7576090489079586075 1
20 scan user7149419511145885028 19
18 scan user5100181195030081057 54
20 scan user4848666264759265962 82
16 scan user550150534273792714 37
18 scan user2737673491088032366 68
14 scan user5100967324757247699 18
20 scan user2068657285048407877 81
14 scan user5609707483556036192 80
16 scan user1199107283335606185 86
14 scan user2673623367028236407 18
18 scan user6604400839060107709 44
14 scan user2127818565215292446 23
20 scan user4322185822828415270 89
18 scan user2127258604703151998 40
16 scan user97205665048786440 27
15 scan user5233594271656728171 10
16 scan user994586929157863094 52
15 scan user1121626088231636872 5
18 scan user1216297031779466448 80
15 scan user5354495927861598392 53
20 scan user5510231810856000801 60
15 scan user7171970878200425791 85
19 scan user7500178482376284283 79
20 scan user1486355654730633207 24
18 scan user7621506578198065133 10
18 scan user5954999605565426161 10
20 scan user5304260135828621834 53
18 scan user5322764613173222391 54
17 put user8945866712724815329
17 scan user7606983876414511916 86
15 scan user6440630828269292717 1
19 scan user6093432655508455210 42
15 scan user1032729886388789077 2
20 scan user8271719840233055082 24
15 scan user6625159239970714031 42
20 scan user7439897281185118818 2
19 scan user4575046843338537455 13
20 scan user8443996753538051767 52
15 scan user3271884131629836621 3
19 scan user2330664500382039230 40
15 scan user208311588651876433 44
17 scan user3874957479380826961 30
14 scan user5757181497712245623 3
20 scan user2136116578335570768 11
14 scan user740046027111319565 69
19 scan user2947250642446149225 92
20 scan user5658710269957218757 87
17 scan user3282689771702050411 26
17 scan user7749139450594305429 18
14 scan user7510783852046613638 57
17 put user8831269833094404554
17 scan user644821477821622290 14
19 scan user1723252078431504811 19
17 scan user1671444026944194969 66
19 scan user4322185822828415270 82
14 scan user7740762105676840080 27
14 scan user3454644711005630628 89
19 scan user7735855216967971242 49
17 scan user5851177004668662380 39
19 scan user8363930235042721709 55
15 scan user8466635306386963868 92
17 scan user9036355610309713130 91
19 scan user3387211316531609496 69
19 scan user4058603956568691359 54
15 scan user6240126002462923036 37
15 scan user8599675376380745621 11
19 put user3260585280552136999
18 scan user6430542240476839228 87
20 scan user4921345801764695223 70
16 scan user5609707483556036192 80
14 scan user5736081451507340736 87
16 scan user6516211435147239529 44
18 scan user8476228377115100387 5
18 scan user9122841625344777481 60
16 scan user3420701844553593868 61
15 scan user2475268806004297906 36
18 scan user4283222983059996575 97
15 scan user4322185822828415270 57
16 scan user5503087471570329445 19
15 scan user132065790651460387 45
19 scan user8555379208286547459 46
15 scan user8743945890705890043 35
19 scan user8682799227990370909 83
18 scan user3235570293705767524 17
18 scan user6604400839060107709 20
15 scan user8032439128537541793 96
18 scan user4426334361025108994 99
19 scan user4670049186711722011 78
21 scan user132065790651460387 2
18 scan user655905084735145792 46
21 scan user2616797733696303904 66
19 scan user6597590291071550607 69
18 scan user2595366287666044037 6
18 scan user6691449206079071782 66
21 scan user1948423211437766164 27
17 scan user4782799667214153077 89
19 scan user6734821696721352459 33
21 scan user9171484721635704033 43
18 scan user2270351937852306969 81
21 scan user586989008072921988 90
17 scan user2770522335328929989 28
18 scan user4052237893013002334 86
17 scan user2714814231549519108 54
21 scan user4661224965889629311 18
21 put user6312050771079752451
17 scan user7961165333394887451 35
18 scan user116327363057236000 52
20 scan user5698012363548176743 58
18 scan user5662366108218336154 1
18 put user7217929648009922474
18 scan user2547362483684444960 97
20 scan user6910146653447556050 12
20 scan user2915571125384056742 41
18 scan user4207529291574536666 25
20 scan user2136859529428472828 87
18 scan user8763445387171560613 35
20 scan user214346252382210478 27
18 scan user1343344044850424537 70
20 scan user2287349269891467108 73
18 scan user1341697916124329263 87
20 scan user2752996404116196198 78
18 scan user106281953899047093 48
20 scan user1775942064432371569 74
18 scan user7219551313618780002 69
20 scan user2358795801265102376 40
18 scan user4875204869900279102 20
18 scan user8669783671512258110 95
20 scan user7737219352023235780 83
20 scan user3458739571174191065 25
20 scan user7368119349986128570 69
18 scan user6895220254393640064 14
18 scan user561683408563702841 99
20 scan user8215338691333990656 57
18 scan user1842029368667085611 9
20 scan user273286825859493890 64
18 scan user664020935800504676 36
18 scan user7575790450592797891 90
20 scan user6977832115949745135 3
20 scan user719613563500643186 97
18 scan user1895975867641128847 3
18 scan user642394681893785411 33
20 scan user5838673438244069798 46
18 scan user9089124928107766915 28
18 scan user7510783852046613638 84
